Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Administración de Empresas ,Administración de Empresas,Instituto De Desarrollo Empresarial Y Administrativo-Idea,Lima,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Computer Master,Ica,INSTITUTO,PRIVADA,3,1720,ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Cepea,Lima,INSTITUTO,PRIVADA,3,2600,100,1894,No,Si,334,334,870
Administración de Empresas ,Administración de Empresas,Universidad Tecnológica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,6580,90,2443,No,Si,430,476,1522
Administración de Empresas ,Administración de Empresas,San Ignacio De Loyola,Lima,INSTITUTO,PRIVADA,3,"7,540 - 8,540",ND,2243,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Universidad Nacional De Tumbes,Tumbes,UNIVERSIDAD,PUBLICA,5,97,21,2597,No,No,52,242,678
Administración de Empresas ,Administración de Empresas,Universidad De Huánuco,Huanuco,UNIVERSIDAD,PRIVADA,5,1276,96,ND,No,Si,868,904,1492
Administración de Empresas ,Administración de Empresas,Santa Ángela,Piura,INSTITUTO,PRIVADA,3,"1,400 - 1,730",ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Christian Barnard,Callao,INSTITUTO,PRIVADA,3,110 - 150,ND,ND,Si,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,American Institute,Lambayeque,INSTITUTO,PRIVADA,3,1720,ND,ND,No,No,ND,ND,ND
Administración de Empresas ,Administración de Empresas,José María Arguedas,Ayacucho,INSTITUTO,PUBLICA,3,320,ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,De Emprendedores - Lima,Lima,INSTITUTO,PRIVADA,3,632,98,ND,No,Si,62,63,546
Administración de Empresas ,Administración de Empresas,Antonio Lorena,Cusco,INSTITUTO,PRIVADA,3,1360,93,ND,No,Si,157,168,157
Administración de Empresas ,Administración de Empresas,Cutervo,Cajamarca,INSTITUTO,PUBLICA,3,220,ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Isabel La Católica,Huanuco,INSTITUTO,PRIVADA,3,"820 - 1,580",ND,ND,Si,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Túpac Amaru,Cusco,INSTITUTO,PUBLICA,3,200,ND,ND,No,No,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Jhalebet,Ica,INSTITUTO,PRIVADA,3,1900,69,ND,No,Si,125,181,212
Administración de Empresas ,Administración de Empresas,Suiza,Ucayali,INSTITUTO,PUBLICA,3,250,43,ND,No,No,29,67,192
Administración de Empresas ,Administración de Empresas,Carlos Laborde,Ucayali,INSTITUTO,PUBLICA,3,100,ND,ND,No,No,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Universidad Privada Ada A. Byron (Universidad Autónoma De Ica),Ica,UNIVERSIDAD,PRIVADA,5,"2,000 - 3,800",ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Génova,Lima,INSTITUTO,PRIVADA,3,2100,59,ND,No,Si,40,68,245
Administración de Empresas ,Administración de Empresas,El Buen Pastor,Lima,INSTITUTO,PRIVADA,3,2000,88,1805,Si,Si,187,213,769
Administración de Empresas ,Administración de Empresas,Unitek,Arequipa,INSTITUTO,PRIVADA,3,"1,800 - 2,100",92,1582,No,No,175,190,175
Administración de Empresas ,Administración de Empresas,Universidad Científica Del Perú,Loreto,UNIVERSIDAD,PRIVADA,5,5040,97,2056,No,Si,127,131,1037
Administración de Empresas ,Administración de Empresas,Cibertec,Lima,INSTITUTO,PRIVADA,3,7452,100,1988,Si,Si,1121,1121,2630
Administración de Empresas ,Administración de Empresas,American System,Loreto,INSTITUTO,PRIVADA,3,1780,ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Santo Cristo De Bagazan,San Martin,INSTITUTO,PRIVADA,3,1200,100,ND,No,Si,29,29,127
Administración de Empresas ,Administración de Empresas,Manuel Yarleque Espinoza,Piura,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,38,38,168
Administración de Empresas ,Administración de Empresas,Universidad Tecnológica Del Perú,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,2443,No,No,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Centro Peruano De Estudios Bancarios-Cepeban,Lima,INSTITUTO,PRIVADA,3,"3,300 - 5,100",ND,1969,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,San Gabriel,Cajamarca,INSTITUTO,PRIVADA,3,1740,65,ND,No,Si,13,20,13
Administración de Empresas ,Administración de Empresas,Argentina,Lima,INSTITUTO,PUBLICA,3,300,96,1906,No,Si,154,161,153
Administración de Empresas ,Administración de Empresas,Universidad Peruana De Investigación Y Negocios,Lima,UNIVERSIDAD,PRIVADA,5,4360,97,ND,No,Si,97,100,273
Administración de Empresas ,Administración de Empresas,Idat Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,300,ND,1768,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Empresas,Juan Bosco De Huánuco,Huanuco,INSTITUTO,PRIVADA,3,170,100,ND,No,Si,35,35,35
Administración de Empresas ,Administración de Empresas,San Ignacio,Cajamarca,INSTITUTO,PUBLICA,3,200,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas,Chivay,Arequipa,INSTITUTO,PUBLICA,4,230,100,ND,No,Si,23,23,54
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Casa Taller Medio Ambiente Y Desarrollo,Cusco,INSTITUTO,PRIVADA,4,2660,88,ND,No,Si,68,77,68
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Khipu,Cusco,INSTITUTO,PRIVADA,4,2700,96,1647,No,Si,290,301,1402
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Isa Chiclayo,Lambayeque,INSTITUTO,PRIVADA,4,ND,80,ND,No,No,48,60,48
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Escuela De Negocios Y Desarrollo Gerencial,La Libertad,INSTITUTO,PRIVADA,3,1420,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Secomtur,Ancash,INSTITUTO,PRIVADA,4,"1,680 - 2,320",63,ND,No,No,5,8,5
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Pisco,Ica,INSTITUTO,PUBLICA,4,180,88,ND,No,Si,84,95,291
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Ilp La Pontificia,Piura,INSTITUTO,PRIVADA,4,1200,ND,ND,No,No,ND,ND,20
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Oxapampa,Pasco,INSTITUTO,PUBLICA,4,190,97,ND,No,No,30,31,151
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Tec,Ucayali,INSTITUTO,PRIVADA,4,2100,100,ND,Si,No,18,18,41
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Istepsa,Apurimac,INSTITUTO,PRIVADA,3,"590 - 1,290",73,ND,Si,Si,22,30,22
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Americano,Lima,INSTITUTO,PRIVADA,4,2100,ND,ND,Si,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Esdit,Arequipa,INSTITUTO,PRIVADA,4,ND,100,1174,No,No,37,37,37
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Juan Mejía Baca,Lambayeque,INSTITUTO,PRIVADA,4,240,69,ND,Si,Si,55,80,177
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles,Americana Del Cusco,Cusco,INSTITUTO,PRIVADA,2,"1,380 - 1,700",ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles y Restaurantes,De Turismo De Puno,Puno,INSTITUTO,PRIVADA,3,1400,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles y Restaurantes,Libertad,La Libertad,INSTITUTO,PRIVADA,3,100,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles y Restaurantes,Cefop La Libertad,La Libertad,INSTITUTO,PUBLICA,3,100,100,ND,No,No,39,39,118
"Administración de Servicios Turísticos, Hotelería y Gastronomía","Administración de Hoteles, Restaurantes y Afines",Cevatur Trujillo,La Libertad,INSTITUTO,PRIVADA,3,2800,ND,1898,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía","Administración de Hoteles, Restaurantes y Afines",Ciro Alegría Bazán,La Libertad,INSTITUTO,PUBLICA,4,180,98,ND,Si,Si,39,40,39
Administración de Empresas ,Administración de Negocios,Alas Peruanas - Lima Instituto De Estudios Empresariales,Lima,INSTITUTO,PRIVADA,3,4200,100,1690,No,Si,95,95,95
Administración de Empresas ,Administración de Negocios,Seminario Evangélico De Lima,Lima,UNIVERSIDAD,PRIVADA,5,"5,210 - 8,360",ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Negocios,Universidad Privada San Juan Bautista,Lima,UNIVERSIDAD,PRIVADA,5,"6,000 - 8,000",98,2266,No,Si,89,91,637
Administración de Empresas ,Administración de Negocios,Universidad Tecnológica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,5264,100,2443,No,Si,23,23,86
Administración de Empresas ,Administración de Negocios,Universidad Privada De Pucallpa,Ucayali,UNIVERSIDAD,PRIVADA,5,"2,300 - 2,800",62,ND,Si,Si,160,258,839
Administración de Empresas ,Administración de Negocios,Universidad Católica San Pablo,Arequipa,UNIVERSIDAD,PRIVADA,5,"5,950 - 9,450",83,2698,No,Si,588,706,1636
Administración de Empresas ,Administración de Negocios,Instituto Peruano De Administración De Empresas Ipae - Piura,Piura,INSTITUTO,PRIVADA,4,3267,97,2048,No,Si,262,270,261
Administración de Empresas ,Administración de Negocios,Computer G & L,Cajamarca,INSTITUTO,PRIVADA,3,"2,100 - 2,740",ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Negocios,Instituto Peruano De Administración De Empresas Ipae-Iquitos,Loreto,INSTITUTO,PRIVADA,4,3960,100,2048,No,Si,723,723,2615
Administración de Empresas ,Administración de Negocios,La Pontificia,Ayacucho,INSTITUTO,PRIVADA,3,"2,200 - 2,750",ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Negocios,Universidad Privada San Juan Bautista,Ica,UNIVERSIDAD,PRIVADA,ND,ND,ND,2266,No,No,ND,ND,ND
Administración de Empresas ,Administración de Negocios,Instituto Peruano De Administración De Empresas - Ipae,Lima,INSTITUTO,PRIVADA,4,7188,98,2048,No,Si,1647,1681,6737
Administración de Empresas ,Administración de Negocios,Instituto Peruano De Administración De Empresas Ipae-Ica,Ica,INSTITUTO,PRIVADA,4,3888,100,2048,No,Si,729,729,3205
Administración de Empresas ,Administración de Negocios,Sabio Nacional Antúnez De Mayolo-Telesup,Lima,INSTITUTO,PRIVADA,3,218,ND,ND,No,Si,ND,ND,ND
Administración de Empresas ,Administración de Negocios,Instituto Peruano De Acción Empresarial Ipae- Chiclayo,Lambayeque,INSTITUTO,PRIVADA,4,3564,100,2048,No,Si,282,282,1085
Administración de Empresas ,Administración de Negocios,Ada A. Byron,Ica,INSTITUTO,PRIVADA,3,1370,86,ND,No,Si,73,85,87
Administración de Empresas ,Administración de Negocios,Universidad Nacional Del Centro Del Perú,Junin,UNIVERSIDAD,PUBLICA,ND,ND,ND,2339,No,No,ND,ND,ND
Agropecuaria,Administración de Negocios Agropecuarios,Yanque,Arequipa,INSTITUTO,PUBLICA,3,50,76,ND,No,No,13,17,83
Agropecuaria,Administración de Negocios Agropecuarios,Manuel Antonio Hierro Pozo,Ayacucho,INSTITUTO,PUBLICA,3,170,28,ND,No,Si,39,139,194
Agropecuaria,Administración de Negocios Agropecuarios,La Unión,Piura,INSTITUTO,PUBLICA,3,240 - 280,ND,ND,Si,Si,ND,ND,ND
Agropecuaria,Administración de Negocios Agropecuarios,Juan Esteban López Cruz,Piura,INSTITUTO,PUBLICA,3,180,100,ND,Si,Si,20,20,86
Agropecuaria,Administración de Negocios Agropecuarios,Lizardo Montero Flores,Piura,INSTITUTO,PUBLICA,3,200,91,ND,No,No,30,33,113
Agropecuaria,Administración de Negocios Agropecuarios,Inmaculada Concepción,Moquegua,INSTITUTO,PUBLICA,3,ND,ND,ND,No,No,ND,ND,ND
Agropecuaria,Administración de Negocios Agropecuarios,Pomacanchi,Cusco,INSTITUTO,PUBLICA,3,200,ND,ND,No,No,ND,ND,ND
Agropecuaria,Administración de Negocios Agropecuarios,Luis Felipe Massaro Gatnau,Ica,INSTITUTO,PRIVADA,3,1340,100,ND,No,Si,36,36,233
Agropecuaria,Administración de Negocios Agropecuarios,Casa Taller Medio Ambiente Y Desarrollo,Cusco,INSTITUTO,PRIVADA,3,2160,91,ND,No,Si,21,23,83
Agropecuaria,Administración de Negocios Agropecuarios,Centro De Formación Profesional Binacional,Piura,INSTITUTO,PUBLICA,3,200,97,ND,Si,Si,35,36,142
Agropecuaria,Administración de Negocios Agropecuarios,Chalhuahuacho,Apurimac,INSTITUTO,PUBLICA,3,300,77,ND,No,No,10,13,10
Negocios Internacionales,Administración de Negocios Globales,Universidad Ricardo Palma,Lima,UNIVERSIDAD,PRIVADA,5,14000,ND,3186,Si,Si,ND,ND,ND
Negocios Internacionales,Administración de Negocios Globales,Universidad Global Del Cusco,Cusco,UNIVERSIDAD,PRIVADA,5,"3,480 - 4,780",91,ND,No,Si,160,175,333
Negocios Internacionales,Administración de Negocios Internacionales,De Formación Bancaria - Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,"1,530 - 1,730",82,1714,No,Si,58,71,250
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Continental,Arequipa,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Pacifico Norte,Piura,INSTITUTO,PRIVADA,3,1940,100,ND,No,Si,30,30,157
Negocios Internacionales,Administración de Negocios Internacionales,Universidad De San Martín De Porres,Arequipa,UNIVERSIDAD,PRIVADA,ND,ND,ND,2837,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Produce Y Exporta,Callao,INSTITUTO,PRIVADA,3,3200,91,ND,No,Si,41,45,102
Negocios Internacionales,Administración de Negocios Internacionales,De Comercio Exterior,Lima,INSTITUTO,PRIVADA,3,8000,95,2611,No,Si,1613,1704,1523
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Huanuco,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Ayacucho,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Peruana De Ciencia E Informática,Ayacucho,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Instituto Peruano De Administración De Empresas Ipae - Piura,Piura,INSTITUTO,PRIVADA,3,3267,83,2236,No,Si,148,178,413
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Privada Sise,Lima,UNIVERSIDAD,PRIVADA,5,6000,93,ND,No,Si,70,75,126
Negocios Internacionales,Administración de Negocios Internacionales,Red Avansys,Lima,INSTITUTO,PRIVADA,3,3700,68,ND,No,Si,73,107,348
Negocios Internacionales,Administración de Negocios Internacionales,Santa Rosa,Lima,INSTITUTO,PRIVADA,3,"900 - 1,100",ND,ND,Si,Si,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Ica,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Ilave,Puno,INSTITUTO,PUBLICA,3,ND,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Continental,Junin,UNIVERSIDAD,PRIVADA,5,600 - 700,97,ND,No,Si,292,301,1102
Negocios Internacionales,Administración de Negocios Internacionales,La Pontificia,Ayacucho,INSTITUTO,PRIVADA,3,"2,200 - 2,750",ND,ND,No,Si,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Idat,Lima,INSTITUTO,PRIVADA,3,4300,95,1995,No,Si,592,620,2486
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Pasco,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Hermanos Cárcamo,Piura,INSTITUTO,PUBLICA,3,110,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,José Luis Bustamante Y Rivero,Tacna,INSTITUTO,PRIVADA,3,160,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Instituto Peruano De Administración De Empresas Ipae-Iquitos,Loreto,INSTITUTO,PRIVADA,3,3960,100,2236,No,Si,84,84,213
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Apurimac,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,De La Molina,Lima,INSTITUTO,PRIVADA,3,630,68,ND,No,Si,15,22,30
Negocios Internacionales,Administración de Negocios Internacionales,Alas Peruanas - Ica,Ica,INSTITUTO,PRIVADA,3,1140,84,ND,No,Si,84,100,417
Negocios Internacionales,Administración de Negocios Internacionales,Universidad De San Martín De Porres,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,2837,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Albert Einstein,Arequipa,INSTITUTO,PRIVADA,3,"1,700 - 2,000",100,ND,No,No,14,14,129
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,5,10356,96,ND,Si,Si,453,474,1533
Negocios Internacionales,Administración de Negocios Internacionales,Instituto Peruano De Administración De Empresas - Ipae,Lima,INSTITUTO,PRIVADA,3,9110,95,2236,No,Si,332,351,1165
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Tacna,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Instituto Peruano De Administración De Empresas Ipae-Ica,Ica,INSTITUTO,PRIVADA,3,4320,100,2236,No,Si,110,110,372
Negocios Internacionales,Administración de Negocios Internacionales,Istepsa,Apurimac,INSTITUTO,PRIVADA,3,"550 - 1,100",45,ND,No,Si,9,20,9
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Peruana Unión,Puno,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Alas Peruanas,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,1809,No,No,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,San José Oriol,Arequipa,INSTITUTO,PRIVADA,3,400,100,ND,No,Si,11,11,16
Negocios Internacionales,Administración de Negocios Internacionales,Tekno'S,Arequipa,INSTITUTO,PRIVADA,3,"1,140 - 1,540",ND,ND,No,Si,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Tecnológica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,6580,88,2274,No,Si,446,504,1807
Negocios Internacionales,Administración de Negocios Internacionales,Universidad Católica Sedes Sapientiae,Lima,UNIVERSIDAD,PRIVADA,5,"2,000 - 7,062",86,ND,No,Si,169,197,440
Negocios Internacionales,Administración de Negocios Internacionales,San Ignacio De Loyola,Lima,INSTITUTO,PRIVADA,3,"7,540 - 8,540",ND,2606,No,Si,ND,ND,ND
Negocios Internacionales,Administración de Negocios Internacionales,Del Sur,Arequipa,INSTITUTO,PRIVADA,3,3800,78,ND,Si,Si,407,523,1114
Negocios Internacionales,Administración de Negocios Internacionales,Universidad De San Martín De Porres,Lima,UNIVERSIDAD,PRIVADA,5,"7,880 - 13,072",94,2837,No,Si,742,789,3475
